gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,AvgMonthlyCharges,ChargeDeviation,RevenueAtRisk,IsNewCustomer,IsLoyalCustomer,TenureGroup,ServiceCount,HasInternet,ServiceAdoptionRate,LongTermContract,AutoPays,ChargesPerService,TenureValueScore,M2M_HighCharge,NoContractNoAutopay,HighChargeFlag,ZeroTotalCharges,churn_probability,label,action
Female,0,Yes,No,30,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,One year,0,Bank transfer (automatic),70.25,2198.9,73.29666666666667,-3.046666666666667,2950.5,0,1,3.0,5,1,0.5555555555555556,1,1,11.708333333333334,2107.5,0,0,0,0,0.04032258064516129,0,RETAIN
Female,0,No,Yes,39,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,0,Credit card (automatic),30.1,1131.3,29.007692307692306,1.0923076923076955,993.3000000000001,0,1,3.0,1,1,0.1111111111111111,0,1,15.05,1173.9,0,0,0,0,0.24193548387096775,1,OUTREACH_MODEL
Female,1,No,No,70,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,1,Bank transfer (automatic),75.5,5212.65,74.46642857142857,1.0335714285714346,151.0,0,1,4.0,6,1,0.6666666666666666,1,1,10.785714285714286,5285.0,0,0,0,0,0.008771929824561403,0,RETAIN
Female,0,Yes,No,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.45,1208.6,18.884375,0.5656250000000007,155.6,0,1,4.0,1,0,0.1111111111111111,1,1,9.725,1244.8,0,0,0,0,0.0,0,RETAIN
Male,0,Yes,Yes,63,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,1,Electronic check,91.35,5764.7,91.5031746031746,-0.1531746031746053,822.15,0,1,4.0,4,1,0.4444444444444444,1,0,18.27,5755.049999999999,0,0,1,0,0.24193548387096775,0,OUTREACH_MODEL
Male,0,No,No,9,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,1,Mailed check,69.5,653.25,72.58333333333333,-3.0833333333333286,4378.5,0,0,1.0,5,1,0.5555555555555556,0,0,11.583333333333334,625.5,0,1,0,0,0.10077519379844961,0,RETAIN
Female,0,No,No,62,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Two year,1,Mailed check,65.1,3846.75,62.04435483870968,3.0556451612903146,651.0,0,1,4.0,4,1,0.4444444444444444,1,0,13.02,4036.2,0,0,0,0,0.008771929824561403,0,RETAIN
Male,1,No,No,20,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,0,Electronic check,89.95,1648.45,82.4225,7.527500000000003,4677.400000000001,0,0,2.0,3,1,0.3333333333333333,0,0,22.4875,1799.0,1,1,1,0,0.573170731707317,0,URGENT_MODEL
Male,0,Yes,Yes,6,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,1,Credit card (automatic),83.55,477.55,79.59166666666667,3.9583333333333286,5514.3,0,0,1.0,3,1,0.3333333333333333,0,1,20.8875,501.29999999999995,1,0,0,0,0.573170731707317,1,URGENT_MODEL
Female,0,Yes,No,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Mailed check,26.8,733.55,29.342,-2.541999999999998,1259.6000000000001,0,1,3.0,2,0,0.2222222222222222,1,0,8.933333333333334,670.0,0,0,0,0,0.008771929824561403,0,RETAIN
Female,0,Yes,Yes,42,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,94.2,4186.3,99.67380952380952,-5.473809523809521,2826.0,0,1,3.0,4,1,0.4444444444444444,0,0,18.84,3956.4,1,1,1,0,0.573170731707317,1,URGENT_MODEL
Female,0,No,No,12,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,0,Bank transfer (automatic),78.1,947.3,78.94166666666666,-0.8416666666666686,4686.0,0,0,1.0,2,1,0.2222222222222222,0,1,26.03333333333333,937.1999999999999,1,0,0,0,0.4126984126984127,1,URGENT_MODEL
Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,0,Credit card (automatic),109.55,7887.25,109.54513888888889,0.004861111111111427,0.0,0,1,4.0,7,1,0.7777777777777778,1,1,13.69375,7887.599999999999,0,0,1,0,0.04032258064516129,0,RETAIN
Female,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,75.5,220.6,73.53333333333333,1.9666666666666686,5209.5,1,0,0.0,2,1,0.2222222222222222,0,0,25.166666666666668,226.5,1,1,0,0,0.6881720430107527,1,URGENT_TRIPLE_RISK
Male,0,No,Yes,62,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,0,Bank transfer (automatic),56.15,3487.95,56.25725806451613,-0.10725806451613096,561.5,0,1,4.0,3,1,0.3333333333333333,1,1,14.0375,3481.2999999999997,0,0,0,0,0.10077519379844961,0,RETAIN
Male,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,26.1,1851.45,25.714583333333334,0.38541666666666785,0.0,0,1,4.0,2,0,0.2222222222222222,1,0,8.700000000000001,1879.2,0,0,0,0,0.0,0,RETAIN
Female,0,No,No,7,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,1,Electronic check,59.1,369.25,52.75,6.350000000000001,3841.5,0,0,1.0,3,1,0.3333333333333333,1,0,14.775,413.7,0,0,0,0,0.10077519379844961,0,RETAIN
Male,1,No,No,13,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,1,Electronic check,59.9,788.35,60.642307692307696,-0.7423076923076977,3534.1,0,0,2.0,3,1,0.3333333333333333,0,0,14.975,778.6999999999999,0,1,0,0,0.49019607843137264,0,URGENT_MODEL
Male,0,Yes,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,19.75,313.4,19.5875,0.16250000000000142,1106.0,0,0,2.0,1,0,0.1111111111111111,0,0,9.875,316.0,0,1,0,0,0.24193548387096775,0,OUTREACH_MODEL
Male,0,Yes,Yes,67,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,0,Mailed check,67.85,4627.65,69.06940298507462,-1.2194029850746233,339.25,0,1,4.0,5,1,0.5555555555555556,1,0,11.308333333333332,4545.95,0,0,0,0,0.008771929824561403,0,RETAIN
Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.45,34.8,17.4,3.0500000000000007,1431.5,1,0,0.0,1,0,0.1111111111111111,1,0,10.225,40.9,0,0,0,0,0.05555555555555555,0,OUTREACH_NEW_CUSTOMER
Male,0,No,No,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,25.1,1697.7,25.722727272727273,-0.6227272727272712,150.60000000000002,0,1,4.0,2,0,0.2222222222222222,1,0,8.366666666666667,1656.6000000000001,0,0,0,0,0.0,0,RETAIN
Female,0,No,No,6,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Mailed check,63.4,348.8,58.13333333333333,5.266666666666666,4184.4,0,0,1.0,6,1,0.6666666666666666,1,0,9.057142857142857,380.4,0,0,0,0,0.008771929824561403,0,RETAIN
Female,1,Yes,No,35,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,1,Bank transfer (automatic),100.5,3653.35,104.38142857142857,-3.8814285714285717,3718.5,0,1,3.0,6,1,0.6666666666666666,0,1,14.357142857142858,3517.5,1,0,1,0,0.24193548387096775,1,OUTREACH_HIGH_CHARGE
Female,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.95,58.0,19.333333333333332,0.6166666666666671,1376.55,1,0,0.0,1,0,0.1111111111111111,0,0,9.975,59.849999999999994,0,1,0,0,0.24193548387096775,0,URGENT_TRIPLE_RISK
Male,1,No,No,45,Yes,No,DSL,Yes,No,Yes,No,No,Yes,One year,0,Credit card (automatic),62.7,2791.5,62.03333333333333,0.6666666666666714,1692.9,0,1,3.0,4,1,0.4444444444444444,1,1,12.540000000000001,2821.5,0,0,0,0,0.04032258064516129,1,RETAIN
Male,0,Yes,No,60,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,1,Bank transfer (automatic),109.45,6572.85,109.5475,-0.09749999999999659,1313.4,0,1,4.0,7,1,0.7777777777777778,0,1,13.68125,6567.0,1,0,1,0,0.24193548387096775,0,OUTREACH_HIGH_CHARGE
Female,0,Yes,No,17,No,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,1,Credit card (automatic),35.65,646.05,38.002941176470586,-2.352941176470587,1960.75,0,0,2.0,2,1,0.2222222222222222,0,1,11.883333333333333,606.05,0,0,0,0,0.24193548387096775,0,OUTREACH_MODEL
Male,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),25.55,1867.7,25.94027777777778,-0.3902777777777793,0.0,0,1,4.0,2,0,0.2222222222222222,1,1,8.516666666666667,1839.6000000000001,0,0,0,0,0.0,0,RETAIN
Male,0,Yes,No,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),25.6,1784.9,26.64029850746269,-1.040298507462687,128.0,0,1,4.0,2,0,0.2222222222222222,1,1,8.533333333333333,1715.2,0,0,0,0,0.0,0,RETAIN
Male,0,No,No,4,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,1,Electronic check,73.9,280.85,70.2125,3.6875,5025.200000000001,0,0,1.0,2,1,0.2222222222222222,0,0,24.633333333333336,295.6,1,1,0,0,0.6881720430107527,1,URGENT_MODEL
Female,0,Yes,Yes,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,23.05,1255.1,24.13653846153846,-1.08653846153846,461.0,0,1,4.0,2,0,0.2222222222222222,1,0,7.683333333333334,1198.6000000000001,0,0,0,0,0.0,0,RETAIN
Male,0,Yes,Yes,37,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,0,Credit card (automatic),91.2,3247.55,87.77162162162162,3.428378378378383,3192.0,0,1,3.0,3,1,0.3333333333333333,1,1,22.8,3374.4,0,0,1,0,0.10077519379844961,0,RETAIN
Male,0,Yes,No,12,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,1,Electronic check,84.6,959.9,79.99166666666666,4.608333333333334,5076.0,0,0,1.0,4,1,0.4444444444444444,0,0,16.919999999999998,1015.1999999999999,1,1,0,0,0.49019607843137264,0,URGENT_MODEL
Male,0,Yes,Yes,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,23.55,1173.35,24.444791666666664,-0.8947916666666629,565.2,0,1,3.0,2,0,0.2222222222222222,1,0,7.8500000000000005,1130.4,0,0,0,0,0.0,0,RETAIN
Female,0,Yes,Yes,70,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,1,Bank transfer (automatic),58.4,4113.15,58.75928571428571,-0.3592857142857113,116.8,0,1,4.0,5,1,0.5555555555555556,1,1,9.733333333333333,4088.0,0,0,0,0,0.04032258064516129,0,RETAIN
Male,1,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Mailed check,70.85,70.85,70.85,0.0,5030.349999999999,1,0,0.0,1,1,0.1111111111111111,0,0,35.425,70.85,1,1,0,0,0.6881720430107527,1,URGENT_TRIPLE_RISK
Female,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.25,129.15,18.45,1.8000000000000007,1316.25,0,0,1.0,1,0,0.1111111111111111,1,0,10.125,141.75,0,0,0,0,0.04032258064516129,0,RETAIN
Female,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.0,63.6,21.2,-1.1999999999999993,1380.0,1,0,0.0,1,0,0.1111111111111111,0,0,10.0,60.0,0,1,0,0,0.24193548387096775,0,URGENT_TRIPLE_RISK
Female,0,No,No,1,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,0,Mailed check,75.3,75.3,75.3,0.0,5346.3,1,0,0.0,2,1,0.2222222222222222,0,0,25.099999999999998,75.3,1,1,0,0,0.49019607843137264,1,URGENT_TRIPLE_RISK
Male,0,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,24.05,24.05,24.05,0.0,1707.55,1,0,0.0,2,0,0.2222222222222222,0,0,8.016666666666667,24.05,0,1,0,0,0.24193548387096775,1,URGENT_TRIPLE_RISK
Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Electronic check,76.0,76.0,76.0,0.0,5396.0,1,0,0.0,2,1,0.2222222222222222,0,0,25.333333333333332,76.0,1,1,0,0,0.95,1,URGENT_TRIPLE_RISK
Female,0,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),115.05,8405.0,116.73611111111111,-1.6861111111111171,0.0,0,1,4.0,8,1,0.8888888888888888,1,1,12.783333333333333,8283.6,0,0,1,0,0.04032258064516129,0,RETAIN
Male,1,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Electronic check,74.3,74.3,74.3,0.0,5275.3,1,0,0.0,2,1,0.2222222222222222,0,0,24.766666666666666,74.3,1,1,0,0,0.95,0,URGENT_TRIPLE_RISK
Female,0,Yes,Yes,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),24.65,471.35,26.186111111111114,-1.536111111111115,1331.1,0,0,2.0,2,0,0.2222222222222222,1,1,8.216666666666667,443.7,0,0,0,0,0.0,0,RETAIN
Female,0,Yes,Yes,40,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,1,Mailed check,71.35,2847.2,71.17999999999999,0.1700000000000017,2283.2,0,1,3.0,5,1,0.5555555555555556,0,0,11.891666666666666,2854.0,1,1,0,0,0.10077519379844961,0,RETAIN
Female,1,No,No,32,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,79.5,2665.0,83.28125,-3.78125,3180.0,0,1,3.0,2,1,0.2222222222222222,0,0,26.5,2544.0,1,1,0,0,0.49019607843137264,0,URGENT_MODEL
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.45,19.45,19.45,0.0,1380.95,1,0,0.0,1,0,0.1111111111111111,0,0,9.725,19.45,0,1,0,0,0.38461538461538464,0,URGENT_TRIPLE_RISK
Female,0,No,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.85,1049.6,19.80377358490566,0.04622641509434189,377.15000000000003,0,1,4.0,1,0,0.1111111111111111,1,1,9.925,1052.0500000000002,0,0,0,0,0.008771929824561403,0,RETAIN
Male,1,Yes,No,57,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,1,Electronic check,89.85,4925.35,86.40964912280702,3.4403508771929694,1347.75,0,1,4.0,4,1,0.4444444444444444,0,0,17.97,5121.45,1,1,0,0,0.4126984126984127,0,URGENT_MODEL
Male,0,No,No,9,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,44.95,431.0,47.888888888888886,-2.938888888888883,2831.8500000000004,0,0,1.0,1,1,0.1111111111111111,0,0,22.475,404.55,0,1,0,0,0.24193548387096775,1,OUTREACH_MODEL
Male,0,Yes,No,24,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,104.65,2542.45,105.93541666666665,-1.2854166666666487,5023.200000000001,0,1,2.0,6,1,0.6666666666666666,0,0,14.950000000000001,2511.6000000000004,1,1,1,0,0.6881720430107527,1,OUTREACH_HIGH_CHARGE
Male,0,No,No,2,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,1,Credit card (automatic),24.9,49.7,24.85,0.04999999999999716,1743.0,1,0,0.0,0,1,0.0,0,1,24.9,49.8,0,0,0,0,0.4126984126984127,0,OUTREACH_NEW_CUSTOMER
Male,0,Yes,Yes,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),19.95,1303.25,19.165441176470587,0.7845588235294123,79.8,0,1,4.0,1,0,0.1111111111111111,1,1,9.975,1356.6,0,0,0,0,0.0,0,RETAIN
Female,1,No,No,55,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,1,Electronic check,100.15,5409.75,98.35909090909091,1.7909090909090963,1702.5500000000002,0,1,4.0,5,1,0.5555555555555556,1,0,16.691666666666666,5508.25,0,0,1,0,0.24193548387096775,0,OUTREACH_MODEL
Female,0,Yes,Yes,68,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),85.3,5560.0,81.76470588235294,3.535294117647055,341.2,0,1,4.0,7,1,0.7777777777777778,1,1,10.6625,5800.4,0,0,0,0,0.008771929824561403,0,RETAIN
Female,0,Yes,Yes,60,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,49.75,3069.45,51.1575,-1.4074999999999989,597.0,0,1,4.0,3,1,0.3333333333333333,0,0,12.4375,2985.0,0,1,0,0,0.24193548387096775,0,OUTREACH_MODEL
Male,1,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),24.85,1901.0,26.774647887323944,-1.9246478873239425,24.85,0,1,4.0,2,0,0.2222222222222222,1,1,8.283333333333333,1764.3500000000001,0,0,0,0,0.0,0,RETAIN
Male,0,Yes,No,67,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,0,Electronic check,104.1,7040.85,105.08731343283583,-0.9873134328358333,520.5,0,1,4.0,6,1,0.6666666666666666,1,0,14.87142857142857,6974.7,0,0,1,0,0.24193548387096775,1,OUTREACH_MODEL
Female,0,Yes,No,51,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,1,Electronic check,98.85,4947.55,97.0107843137255,1.8392156862744997,2075.85,0,1,4.0,5,1,0.5555555555555556,1,0,16.474999999999998,5041.349999999999,0,0,1,0,0.24193548387096775,0,OUTREACH_MODEL
Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,70.15,123.8,61.9,8.250000000000007,4910.5,1,0,0.0,1,1,0.1111111111111111,0,0,35.075,140.3,0,1,0,0,0.6881720430107527,0,URGENT_TRIPLE_RISK
Female,0,No,No,1,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,0,Mailed check,29.9,29.9,29.9,0.0,2122.9,1,0,0.0,1,1,0.1111111111111111,0,0,14.95,29.9,0,1,0,0,0.4126984126984127,0,URGENT_TRIPLE_RISK
Female,1,Yes,No,47,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,0,Electronic check,99.7,4747.2,101.00425531914894,-1.304255319148936,2492.5,0,1,3.0,5,1,0.5555555555555556,0,0,16.616666666666667,4685.900000000001,1,1,1,0,0.6881720430107527,0,URGENT_MODEL
Female,0,Yes,Yes,61,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,1,Credit card (automatic),100.7,6018.65,98.66639344262295,2.0336065573770554,1107.7,0,1,4.0,6,1,0.6666666666666666,1,1,14.385714285714286,6142.7,0,0,1,0,0.10077519379844961,0,RETAIN
Male,0,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,74.35,265.35,66.3375,8.012499999999989,5055.799999999999,0,0,1.0,2,1,0.2222222222222222,0,0,24.78333333333333,297.4,1,1,0,0,0.6881720430107527,1,URGENT_MODEL
Female,0,Yes,Yes,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.65,494.9,19.034615384615385,0.6153846153846132,903.9,0,1,3.0,1,0,0.1111111111111111,1,1,9.825,510.9,0,0,0,0,0.0,0,RETAIN
Female,0,No,No,7,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,1,Mailed check,94.05,633.45,90.49285714285715,3.55714285714285,6113.25,0,0,1.0,4,1,0.4444444444444444,1,0,18.81,658.35,0,0,1,0,0.24193548387096775,0,OUTREACH_MODEL
Female,1,No,No,25,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,1,Mailed check,102.8,2660.2,106.40799999999999,-3.60799999999999,4831.599999999999,0,1,3.0,6,1,0.6666666666666666,0,0,14.685714285714285,2570.0,1,1,1,0,0.25925925925925924,1,OUTREACH_HIGH_CHARGE
Female,0,Yes,No,69,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Electronic check,116.0,8182.85,118.59202898550726,-2.5920289855072554,348.0,0,1,4.0,8,1,0.8888888888888888,1,0,12.88888888888889,8004.0,0,0,1,0,0.10077519379844961,0,RETAIN
Male,0,Yes,No,42,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,1,Bank transfer (automatic),95.25,3959.35,94.2702380952381,0.9797619047619008,2857.5,0,1,3.0,5,1,0.5555555555555556,0,1,15.875,4000.5,1,0,1,0,0.4126984126984127,1,URGENT_MODEL
Female,1,Yes,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),19.55,1462.05,20.88642857142857,-1.33642857142857,39.1,0,1,4.0,1,0,0.1111111111111111,1,1,9.775,1368.5,0,0,0,0,0.0,0,RETAIN
Male,0,Yes,Yes,66,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Two year,1,Bank transfer (automatic),63.3,4189.7,63.48030303030303,-0.18030303030302974,379.79999999999995,0,1,4.0,4,1,0.4444444444444444,1,1,12.66,4177.8,0,0,0,0,0.04032258064516129,0,RETAIN
Male,1,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,94.0,181.7,90.85,3.1500000000000057,6580.0,1,0,0.0,4,1,0.4444444444444444,0,0,18.8,188.0,1,1,1,0,0.8181818181818182,1,URGENT_TRIPLE_RISK
Female,0,Yes,No,46,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),108.9,4854.3,105.52826086956522,3.37173913043479,2831.4,0,1,3.0,7,1,0.7777777777777778,1,1,13.6125,5009.400000000001,0,0,1,0,0.10077519379844961,0,RETAIN
Male,0,Yes,No,64,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,0,Bank transfer (automatic),89.45,5692.65,88.94765625,0.5023437500000085,715.6,0,1,4.0,5,1,0.5555555555555556,1,1,14.908333333333333,5724.8,0,0,0,0,0.10077519379844961,0,RETAIN
Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),91.95,6614.9,91.8736111111111,0.07638888888889994,0.0,0,1,4.0,8,1,0.8888888888888888,1,1,10.216666666666667,6620.400000000001,0,0,1,0,0.0,0,RETAIN
Male,0,Yes,Yes,68,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,1,Electronic check,99.55,6668.0,98.05882352941177,1.491176470588229,398.2,0,1,4.0,5,1,0.5555555555555556,1,0,16.591666666666665,6769.4,0,0,1,0,0.10077519379844961,0,RETAIN
Male,0,Yes,Yes,68,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,0,Bank transfer (automatic),95.1,6683.4,98.28529411764706,-3.185294117647061,380.4,0,1,4.0,5,1,0.5555555555555556,1,1,15.85,6466.799999999999,0,0,1,0,0.04032258064516129,0,RETAIN
Female,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),19.4,1496.45,20.78402777777778,-1.3840277777777814,0.0,0,1,4.0,1,0,0.1111111111111111,1,1,9.7,1396.8,0,0,0,0,0.0,0,RETAIN
Female,0,No,No,10,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Credit card (automatic),81.0,818.05,81.80499999999999,-0.8049999999999926,5022.0,0,0,1.0,3,1,0.3333333333333333,0,1,20.25,810.0,1,0,0,0,0.573170731707317,1,URGENT_MODEL
Male,0,No,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,24.85,62.0,31.0,-6.149999999999999,1739.5,1,0,0.0,2,0,0.2222222222222222,0,0,8.283333333333333,49.7,0,1,0,0,0.24193548387096775,0,URGENT_TRIPLE_RISK
Female,0,No,No,3,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,1,Electronic check,97.9,315.3,105.10000000000001,-7.200000000000003,6755.1,1,0,0.0,5,1,0.5555555555555556,0,0,16.316666666666666,293.70000000000005,1,1,1,0,0.573170731707317,1,URGENT_TRIPLE_RISK
Male,0,Yes,No,31,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,1,Credit card (automatic),59.05,1882.8,60.73548387096774,-1.6854838709677438,2421.0499999999997,0,1,3.0,3,1,0.3333333333333333,0,1,14.7625,1830.55,0,0,0,0,0.24193548387096775,0,OUTREACH_MODEL
Female,1,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Mailed check,70.45,70.45,70.45,0.0,5001.95,1,0,0.0,1,1,0.1111111111111111,0,0,35.225,70.45,1,1,0,0,0.6881720430107527,1,URGENT_TRIPLE_RISK
Male,1,Yes,No,36,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,0,Credit card (automatic),54.1,1992.85,55.356944444444444,-1.2569444444444429,1947.6000000000001,0,1,3.0,3,1,0.3333333333333333,1,1,13.525,1947.6000000000001,0,0,0,0,0.04032258064516129,0,RETAIN
Female,0,Yes,Yes,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,26.2,1077.5,26.9375,-0.7375000000000007,838.4,0,1,3.0,2,0,0.2222222222222222,0,0,8.733333333333333,1048.0,0,1,0,0,0.10077519379844961,0,RETAIN
Male,0,No,Yes,10,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,0,Electronic check,95.2,930.4,93.03999999999999,2.160000000000011,5902.400000000001,0,0,1.0,4,1,0.4444444444444444,0,0,19.04,952.0,1,1,1,0,0.6881720430107527,1,URGENT_MODEL
Female,0,Yes,No,21,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,One year,0,Electronic check,79.2,1742.45,82.97380952380952,-3.7738095238095184,4039.2000000000003,0,0,2.0,3,1,0.3333333333333333,1,0,19.8,1663.2,0,0,0,0,0.10077519379844961,0,RETAIN
